ID_Indicador	Descripcion	Nota
3102001001	Vehículos de motor registrados en circulación	Excluye motocicletas.
3102001002	Vehículos de motor registrados en circulación por cada 100 habitantes	Excluye motocicletas.
3102003001	Agua suministrada	Número de litros por segundo que se suministra a la población.
3102005001	Disposición final de residuos  sólidos urbanos  en sitios controlados	Es la actividad final del servicio de aseo urbano, mediante la cual la basura es descargada en forma definitiva. Incluye rellenos sanitarios y rellenos de tierra controlados.
3102006001	Disposición final de residuos  sólidos urbanos en sitios no controlados  más reciclaje	Es la actividad final del servicio de aseo urbano, mediante la cual la basura es descargada en forma definitiva. El Distrito Federal no cuenta con este tipo de sitios y en Aguascalientes a partir de 2003 no hay disposición final de residuos sólidos urbanos en sitios no controlados. Para 2007 y 2008 se presentan datos preliminares.
3102007001	Generación de residuos sólidos urbanos	Cantidad de residuos sólidos originados por fuentes diversas de poblaciones humanas en un intervalo de tiempo (no incluye fuentes industriales). Los cálculos de la generación para el año 2004, se hicieron con estricto apego a las proyecciones de población de CONAPO, que resultaron ser ligeramente superiores a los datos de población que se manejaron por la SEDESOL; razón por la que se podrá observar un ligero incremento más allá de las tendencias que se venían observando del 2000 al 2003. Con la publicación de la Ley General para a Prevención y Gestión Integral de Residuos, lo que se conocía como residuos sólidos municipales, pasa a ser residuos sólidos urbanos.
3102008001	Porcentaje de la población que dispone de servicio de agua potable	Parte de la población que cuenta con agua potable entubada dentro de la vivienda o del terreno, o de una llave pública o hidrante. Esta información se determina por medio de los censos y conteos de población y vivienda que realiza el INEGI. Para los años intercensales, la Comisión Nacional del Agua estima esta información a partir de los reportes de los prestadores del servicio de agua potable y proyecciones de CONAPO.  En el caso particular de 1990, como la información del Censo es a marzo de ese año, se calculó la proyección a diciembre del mismo año con base en la tasa de crecimiento poblacional estimada por el Consejo Nacional de Población.
3102009001	Porcentaje de la población que dispone de  servicio de alcantarillado	Parte de la población cuya vivienda cuenta con un desagüe conectado a la red pública de alcantarillado, a una fosa séptica, a un río, lago o mar, o a una barranca o grieta. Esta información se determina por medio de los censos y conteos de población y vivienda que realiza el INEGI. Para los años intercensales, la Comisión Nacional del Agua estima esta información a partir de los reportes de los prestadores del servicio de alcantarillado y proyecciones de CONAPO.
3103001005	Tasa bruta de participación económica de los hombres	Estimaciones con base en INEGI. Censos Generales de Población y Vivienda (varios años). Es el porcentaje de la población masculina que participa en la producción de bienes y servicios. Resulta de relacionar a los hombres económicamente activos respecto de la población masculina total. De 1895 a 1910, la información de Baja California Sur está incluida en Baja California. De 1895 a 1900, la información de Quintana Roo está incluida en Yucatán. 
3103001006	Tasa bruta de participación económica de las mujeres	Estimaciones con base en INEGI. Censos Generales de Población y Vivienda (varios años).
3103002001	Tasa de desocupación de la población total	No se tienen datos disponibles para 1997.
3103002002	Tasa de desocupación de hombres	No se tienen datos disponibles para 1997.
3103002003	Tasa de desocupación de mujeres	No se tienen datos disponibles para 1997.
3103004001	Porcentaje de población total ocupada en el sector primario	El sector primario comprende las actividades económicas relacionadas con la agricultura, ganadería, silvicultura, caza y pesca. No se tienen datos disponibles desagregados por sexo en 1950.
3103004002	Porcentaje de población total ocupada en el sector secundario	El sector secundario comprende la transformación de bienes de: minería; extracción de petróleo y gas; generación, transmisión y distribución de energía eléctrica, suministro de agua y gas; construcción y manufacturas. No se tienen datos disponibles desagregados por sexo en 1950.
3103004003	Porcentaje de población total ocupada en el sector terciario	El sector terciario comprende el comercio, transporte, comunicaciones, administración pública, hoteles, restaurantes, servicios profesionales y servicios personales, entre otros. No se tienen datos disponibles desagregados por sexo en 1950.
3103004004	Porcentaje de hombres ocupados en el sector primario	El sector primario comprende las actividades económicas relacionadas con la agricultura, ganadería, silvicultura, caza y pesca. No se tienen datos disponibles desagregados por sexo en 1950.
3103004005	Porcentaje de hombres ocupados en el sector secundario	El sector secundario comprende la transformación de bienes de: minería; extracción de petróleo y gas; generación, transmisión y distribución de energía eléctrica, suministro de agua y gas; construcción y manufacturas. No se tienen datos disponibles desagregados por sexo en 1950.
3103004006	Porcentaje de hombres ocupados en el sector terciario	El sector terciario comprende el comercio, transporte, comunicaciones, administración pública, hoteles, restaurantes, servicios profesionales y servicios personales, entre otros. No se tienen datos disponibles desagregados por sexo en 1950.
3103004007	Porcentaje de mujeres ocupadas en el sector primario	El sector primario comprende las actividades económicas relacionadas con la agricultura, ganadería, silvicultura, caza y pesca. No se tienen datos disponibles desagregados por sexo en 1950.
3103004008	Porcentaje de mujeres ocupadas en el sector secundario	El sector secundario comprende la transformación de bienes de: minería; extracción de petróleo y gas; generación, transmisión y distribución de energía eléctrica, suministro de agua y gas; construcción y manufacturas. No se tienen datos disponibles desagregados por sexo en 1950.
3103004009	Porcentaje de mujeres ocupadas en el sector terciario	El sector terciario comprende el comercio, transporte, comunicaciones, administración pública, hoteles, restaurantes, servicios profesionales y servicios personales, entre otros. No se tienen datos disponibles desagregados por sexo en 1950.
3103005001	Participación económica de la población de 12 a 14 años	En 1960, no se presentaron datos desagregados por grupos de edad.
3103005006	Participación económica de la población de 65 y más años	En 1960, no se presentaron datos desagregados por grupos de edad.
3104001001	Porcentaje de población no nativa (migración acumulada)	En los años 1895, 1900 y 1910 la población de Baja California contiene a la población de Baja California Sur. En los años 1895 y 1900 la población de Yucatán contiene a la población de Quintana Roo. En 1985 el estado de Nayarit tenía la categoría de territorio y se llamaba Tepic.
3104002001	Porcentaje de población emigrante	Se refiere a la población que reside actualmente en una entidad distinta a la entidad de residencia de hace 5 años. Se excluye a la población que residía hace 5 años en otro país y la no especificada en su lugar de residencia.
3104003001	Porcentaje de población inmigrante (migración reciente)	Se refiere a la población que residía hace 5 años en una entidad distinta a la entidad de residencia actual. Se excluye a la población que residía hace 5 años en otro país y la no especificada en su lugar  de residencia.
3104004001	Tasa de emigración a Estados Unidos de América	La tasa está calculada a mitad del período. La etiqueta 1987 representa el período 1987-1992. La etiqueta 2004 representa el período 2004-2009
3105001001	Densidad de población	Cociente de la población total entre la superficie territorial.
3105004001	Porcentaje de población en localidades de menos de 2 500 habitantes	Porcentaje calculado respecto al total de cada entidad federativa por año.
3105009001	Porcentaje de la población de 0 a 14 años	Respecto a cada entidad
3105012001	Tasa de crecimiento total	Se estimó mediante el modelo geométrico y la tasa está calculada a mitad del período. La etiqueta 1910 representa el período 1910-1921. La etiqueta 1921 representa el período 1921-1930. La etiqueta 1930 representa el período 1930-1940. La etiqueta 1940 representa el período 1940-1950. La etiqueta 1950 representa el período 1950-1960. La etiqueta 1960 representa el período 1960-1970. La etiqueta 1970 representa el período 1970-1980. La etiqueta 1980 representa el período 1980-1990. La etiqueta 1990 representa el período 1990-2000. La etiqueta 2000 representa el período 2000-2005.
3106003001	Porcentaje de partos atendidos por  médico	Porcentaje obtenido respecto a los nacimientos registrados. La información corresponde a la entidad federativa de ocurrencia del nacimiento. Para 2005 y 2006: Total de niños de 1 año de edad registrados en el censo nominal del Programa de Vacunación (PROVAC) por entidad federativa. Para 2007 y 2008: Con base en el total de niños de 1 año de edad registrados en el censo nominal del Programa de Vacunación.
3106003002	Porcentaje de partos atendidos por enfermera	Porcentaje obtenido respecto a los nacimientos registrados. La información corresponde a la entidad federativa de ocurrencia del nacimiento. Para 2005 y 2006: Total de niños de 1 año de edad registrados en el censo nominal del Programa de Vacunación (PROVAC) por entidad federativa. Para 2007 y 2008: Con base en el total de niños de 1 año de edad registrados en el censo nominal del Programa de Vacunación.
3106003003	Porcentaje de partos atendidos en hospitales o clínicas	Porcentaje obtenido respecto a los nacimientos registrados. La información corresponde a la entidad federativa de ocurrencia del nacimiento. Para 2005 y 2006: Total de niños de 1 año de edad registrados en el censo nominal del Programa de Vacunación (PROVAC) por entidad federativa. Para 2007 y 2008: Con base en el total de niños de 1 año de edad registrados en el censo nominal del Programa de Vacunación.
3106003004	Porcentaje de partos atendidos en el domicilio	Porcentaje obtenido respecto a los nacimientos registrados. La información corresponde a la entidad federativa de ocurrencia del nacimiento. Para 2005 y 2006: Total de niños de 1 año de edad registrados en el censo nominal del Programa de Vacunación (PROVAC) por entidad federativa. Para 2007 y 2008: Con base en el total de niños de 1 año de edad registrados en el censo nominal del Programa de Vacunación.
3106004002	Unidades médicas de consulta externa	En 1971 y de 1980 hasta 1990, las fuentes no especifican si la información de los Institutos Nacionales de Salud (antes Comisión Coordinadora de los Institutos Nacionales de Salud y Coordinación de Hospitales e Institutos de Salud) esta incluida en el Distrito Federal, aunque esta contabilizada en el total nacional. De 1991 a 2002, las notas de las fuentes señalan que la información de los Institutos Nacionales de Salud se incluyen en el total nacional, contabilizadas en el Distrito Federal. A partir de 2003, los datos de los Institutos Nacionales de Salud y los Hospitales Federales de Referencia aparecen independientes, por lo que se sumaron a las unidades médicas del Distrito Federal y se incluyen en el total nacional. En 1971 se excluye la información de las instituciones privadas. Para 1983 los datos presentados son preliminares según señala la fuente. En 2003 se incluye en el total nacional, 430 unidades auxiliares de medicina familiar que reporta el IMSS, por lo que la suma de las entidades no corresponde al dato nacional. Para 1987 y 2005 a 2008 SEDENA no proporcionó información. Respecto a 2004 a 2006 no hay información disponible. De 2007, las unidades médicas de consulta externa fueron calculadas con base en lo observado en años previos, donde los datos son complementarios.
3106004003	Unidades médicas de hospitalización	En 1971 y de 1980 hasta 1990, las fuentes no especifican si la información de los Institutos Nacionales de Salud (antes Comisión Coordinadora de los Institutos Nacionales de Salud y Coordinación de Hospitales e Institutos de Salud) esta incluida en el Distrito Federal, aunque esta contabilizada en el total nacional. De 1991 a 2002, las notas de las fuentes señalan que la información de los Institutos Nacionales de Salud se incluyen en el total nacional, contabilizadas en el Distrito Federal. A partir de 2003, los datos de los Institutos Nacionales de Salud y los Hospitales Federales de Referencia aparecen independientes, por lo que se sumaron a las unidades médicas del Distrito Federal y se incluyen en el total nacional. En 1971 se excluye la información de las instituciones privadas. Para 1983 los datos presentados son preliminares según señala la fuente. En 2003 se incluye en el total nacional, 430 unidades auxiliares de medicina familiar que reporta el IMSS, por lo que la suma de las entidades no corresponde al dato nacional. Para 1987 y 2005 a 2008 SEDENA no proporcionó información. Respecto a 2004 a 2006 no hay información disponible. De 2007, las unidades médicas de consulta externa fueron calculadas con base en lo observado en años previos, donde los datos son complementarios.
3106004004	Unidades médicas por cada 100 000 habitantes	En 1971 y de 1980 hasta 1990, las fuentes no especifican si la información de los Institutos Nacionales de Salud (antes Comisión Coordinadora de los Institutos Nacionales de Salud y Coordinación de Hospitales e Institutos de Salud) esta incluida en el Distrito Federal, aunque esta contabilizada en el total nacional. De 1991 a 2002, las notas de las fuentes señalan que la información de los Institutos Nacionales de Salud se incluyen en el total nacional, contabilizadas en el Distrito Federal. A partir de 2003, los datos de los Institutos Nacionales de Salud y los Hospitales Federales de Referencia aparecen independientes, por lo que se sumaron a las unidades médicas del Distrito Federal y se incluyen en el total nacional. En 1971 se excluye la información de las instituciones privadas. Para 1983 los datos presentados son preliminares según señala la fuente. En 2003 se incluye en el total nacional, 430 unidades auxiliares de medicina familiar que reporta el IMSS, por lo que la suma de las entidades no corresponde al dato nacional. Para 1987 y 2005 a 2008 SEDENA no proporcionó información. Respecto a 2004 a 2006 no hay información disponible. De 2007, las unidades médicas de consulta externa fueron calculadas con base en lo observado en años previos, donde los datos son complementarios.
3106005001	Incidencia de fiebre tifoidea	De 1978 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión Modificación Clínica (CIE9MC), código 002.0 (fiebre tifoidea). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, código A01.0 (fiebre tifoidea [infección debida a Salmonella typhi]). La incidencia fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106005002	Incidencia de fiebre tifoidea en hombres	Se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, código A01.0 (fiebre tifoidea [infección debida a Salmonella typhi]). Debido a que en 2004 la fuente no presentó información para la población masculina se estimó considerando la diferencia entre la población total y la femenina. La incidencia fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106005003	Incidencia de fiebre tifoidea en mujeres	Se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, código A01.0 (fiebre tifoidea [infección debida a Salmonella typhi]). La incidencia fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106005004	Incidencia de hipertensión	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión Modificación Clínica (CIE9MC), códigos 401 a 405 correspondientes a hipertensión esencial (401); cardiopatía hipertensiva (402); enfermedad del riñón hipertensiva crónica (403); enfermedad cardiaca y renal crónica hipertensiva (404); e hipertensión secundaria (405). Excepto en 1986 que sólo se consideraron los códigos 402 a 405. De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos I10 a I15 correspondientes a hipertensión esencial [primaria] (I10); enfermedad cardíaca hipertensiva (I11); enfermedad renal hipertensiva (I12); enfermedad cardiorrenal hipertensiva (I13); e hipertensión secundaria (I15). No se incluyeron los casos con edad no fue especificada. La incidencia fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106005005	Incidencia de hipertensión en hombres	Se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos I10 a I15 correspondientes a hipertensión esencial [primaria] (I10); enfermedad cardíaca hipertensiva (I11); enfermedad renal hipertensiva (I12); enfermedad cardiorrenal hipertensiva (I13); e hipertensión secundaria (I15). No se incluyeron los casos con edad no fue especificada. Debido a que en 2004 la fuente no se presentó información para la población masculina de 15 años y más se estimó considerando la diferencia entre la población total y la femenina, de 15 años y más. La incidencia fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106005006	Incidencia de hipertensión en mujeres	Se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos I10 a I15 correspondientes a hipertensión esencial [primaria] (I10); enfermedad cardíaca hipertensiva (I11); enfermedad renal hipertensiva (I12); enfermedad cardiorrenal hipertensiva (I13); e hipertensión secundaria (I15). No se incluyeron los casos con edad no fue especificada. La incidencia fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106005007	Incidencia de Amebiasis	De 1978 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión Modificación Clínica (CIE9MC), código 006 (amebiasis). Sin embargo, de 1989 a 1994 se excluyó el subcódigo 006.3 (absceso amebiano del hígado); y de 1995 a 1997 se excluyeron los subcódigos 006.3-006.8 correspondientes a absceso amebiano del hígado (006.3); absceso amebiano pulmonar (006.4); absceso amebiano cerebral (006.5); ulceración amebiana cutánea (006.6); e infección amebiana de otros sitios (006.8). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos A06.0 a A06.3 y A06.9 correspondientes a disentería amebiana aguda (A06.0); amebiasis intestinal crónica (A06.1); colitis amebiana no disentérica (A06.2); ameboma intestinal (A06.3); y amebiasis no especificada (A06.9). Debido a que en 2004 la fuente no se presentó información para la población masculina se estimó considerando la diferencia entre la población total y la femenina. De 1989, el total de casos de la población total se retomó del documento "Información Epidemiológica de Morbilidad 1984-1989". La incidencia fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106005008	Incidencia de amebiasis en niños menores de 5 años	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión Modificación Clínica (CIE9MC), código 006 (amebiasis). Sin embargo, de 1989 a 1994 se excluyó el subcódigo 006.3 (absceso amebiano del hígado); y de 1995 a 1997 se excluyeron los subcódigos 006.3-006.8 correspondientes a absceso amebiano del hígado (006.3); absceso amebiano pulmonar (006.4); absceso amebiano cerebral (006.5); ulceración amebiana cutánea (006.6); e infección amebiana de otros sitios (006.8). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos A06.0 a A06.3 y A06.9 correspondientes a disentería amebiana aguda (A06.0); amebiasis intestinal crónica (A06.1); colitis amebiana no disentérica (A06.2); ameboma intestinal (A06.3); y amebiasis no especificada (A06.9). La incidencia fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106005009	Incidencia de paludismo	De 1978 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión Modificación Clínica (CIE9MC). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10). De 1989, el total de casos de la población total se retomó del documento "Información Epidemiológica de Morbilidad 1984-1989". La incidencia fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106005010	Incidencia de dengue	De 1978 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión Modificación Clínica (CIE9MC). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10). De 1989, el total de casos de la población total se retomó del documento "Información Epidemiológica de Morbilidad 1984-1989". La incidencia fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106005011	Camas censables por cada 100 mil habitantes	De 1980 hasta 1990, las fuentes no especifican si la información de los Institutos Nacionales de Salud (antes Comisión Coordinadora de los Institutos Nacionales de Salud y Coordinación de Hospitales e Institutos de Salud) está incluida en el Distrito Federal, aunque esta contabilizada en el total nacional. De 1991 a 2002, las notas de las fuentes señalan que la información de los Institutos Nacionales de Salud se incluye en el total nacional, contabilizada en el Distrito Federal. A partir de 2003, los datos de los Institutos Nacionales de Salud y los Hospitales Federales de Referencia aparecen independientes, por lo que se sumaron a las unidades médicas del Distrito Federal y se incluyen en el total nacional. Para 1983 los datos son preliminares según señala la fuente y de 2003 IMSS-Oportunidades no proporcionó información. De los años de 1987 y de 2005 a 2008 SEDENA no proporcionó información.
3106005012	Consultorios por cada 100 mil habitantes	Incluye consultorios de medicina general,  especialidades, urgencias y otros. De 1980 hasta 1990, las fuentes no especifican si la información de los Institutos Nacionales de Salud (antes Comisión Coordinadora de los Institutos Nacionales de Salud y Coordinación de Hospitales e Institutos de Salud) está incluida en el Distrito Federal, aunque esta contabilizada en el total nacional. De 1991 a 2002, las notas de las fuentes señalan que la información de los Institutos Nacionales de Salud se incluye en el total nacional, contabilizada en el Distrito Federal. A partir de 2003, los datos de los Institutos Nacionales de Salud y los Hospitales Federales de Referencia aparecen independientes, por lo que se sumaron a las unidades médicas del Distrito Federal y se incluyen en el total nacional. Para 1983 los datos son preliminares según señala la fuente y de 2003 IMSS-Oportunidades no proporcionó información. De los años de 1987 y de 2005 a 2008 SEDENA no proporcionó información.
3106005013	Quirófanos por cada 100 mil habitantes	De 1980 hasta 1990, las fuentes no especifican si la información de los Institutos Nacionales de Salud (antes Comisión Coordinadora de los Institutos Nacionales de Salud y Coordinación de Hospitales e Institutos de Salud) está incluida en el Distrito Federal, aunque esta contabilizada en el total nacional. De 1991 a 2002, las notas de las fuentes señalan que la información de los Institutos Nacionales de Salud se incluye en el total nacional, contabilizada en el Distrito Federal. A partir de 2003, los datos de los Institutos Nacionales de Salud y los Hospitales Federales de Referencia aparecen independientes, por lo que se sumaron a las unidades médicas del Distrito Federal y se incluyen en el total nacional. Para 1983 los datos son preliminares según señala la fuente y de 2003 IMSS-Oportunidades no proporcionó información. De los años de 1987 y de 2005 a 2008 SEDENA no proporcionó información.
3106005014	Médicos por cada 100 mil habitantes	Incluye médicos en contacto con el paciente. Debido a que la definición ha variado, de 1980 a 2002 incluye personal médico en contacto con el paciente (médicos generales, especialistas, odontólogos, pasantes y residentes); de 2003 a 2005 y 2008 incluye médicos generales, de especialidades y subespecialidades, así como a los médicos en adiestramiento; y en 2006 y 2007, incluye a los médicos adscritos en unidades médicas y médicos en formación. En 1971 y de 1980 hasta 1990, las fuentes no especifican si la información de los Institutos Nacionales de Salud (antes Comisión Coordinadora de los Institutos Nacionales de Salud y Coordinación de Hospitales e Institutos de Salud) está incluida en el Distrito Federal, aunque esta contabilizada en el total nacional. De 1991 a 2002, las notas de las fuentes señalan que la información de los Institutos Nacionales de Salud se incluye en el total nacional, contabilizada en el Distrito Federal. A partir de 2003, los datos de los Institutos Nacionales de Salud y los Hospitales Federales de Referencia aparecen independientes, por lo que se sumaron a las unidades médicas del Distrito Federal y se incluyen en el total nacional. Para 1983 los datos son preliminares según señala la fuente. Para 1987 y de 2005 a 2008 SEDENA no proporcionó información.
3106005015	Enfermeras por cada 100 mil habitantes	De 1980 a 2002 incluye auxiliares, generales, especializadas y otras; y a partir de 2003 incluye enfermeras generales, especialistas, pasantes y auxiliares en contacto con el paciente. En 1971 y de 1980 hasta 1990, las fuentes no especifican si la información de los Institutos Nacionales de Salud (antes Comisión Coordinadora de los Institutos Nacionales de Salud y Coordinación de Hospitales e Institutos de Salud) está incluida en el Distrito Federal, aunque esta contabilizada en el total nacional. De 1991 a 2002, las notas de las fuentes señalan que la información de los Institutos Nacionales de Salud se incluye en el total nacional, contabilizada en el Distrito Federal. A partir de 2003, los datos de los Institutos Nacionales de Salud y los Hospitales Federales de Referencia aparecen independientes, por lo que se sumaron a las unidades médicas del Distrito Federal y se incluyen en el total nacional. Para 1983 los datos son preliminares según señala la fuente. Para 1987 y de 2005 a 2008 SEDENA no proporcionó información.
3106006001	Incidencia de enfermedades cerebrovasculares	De 1995 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión Modificación Clínica (CIE9MC), códigos 430 a 438 correspondientes hemorragia subaracnoidea (430); hemorragia intracerebral (431); otra hemorragia intracraneal y hemorragia intracraneal no especificada (432); oclusión y estenosis de las arterias precerebrales (433); oclusión de arterias cerebrales (434); isquemia cerebral transitoria (435); enfermedad cerebrovascular aguda mal definida (436); otra enfermedad cerebrovascular y enfermedad cerebrovascular mal definida (437); efectos tardíos de enfermedad cerebrovascular (438). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos I60 a I67 y I69 correspondientes a hemorragia subaracnoidea (I60);  hemorragia intracefálica (I61); otras enfermedades intracraneales no traumáticas (I62); infarto cerebral (I63); accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico (I64); oclusión y estenosis de las arterias precerebrales sin ocasionar infarto cerebral (I65); oclusión y estenosis de las arterias cerebrales sin ocasionar infarto cerebral (I66); otras enfermedades cerebrovasculares (I67); y secuelas de enfermedad cerebrovascular (I69).
3106006002	Incidencia de neumonía y bronconeumonía	De 1978 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión Modificación Clínica (CIE9MC),  códigos 480 a 486 correspondientes a neumonía viral (480); neumonía neumocóccica [neumonía por estreptococo Pneumoniae] (481); otra neumonía bacteriana (482); neumonía por otro organismo especificado (483); neumonía en enfermedades infecciosas clasificadas bajo otros conceptos (484); bronconeumonía por organismo sin especificar (485); y neumonía por organismo no especificado (486). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos J12 a J18 (excepto J18.2, neumonía hipostática, no especificada) correspondientes a neumonía viral no clasificada en otra parte (J12); neumonía debida a Streptococcus pneumoniae (J13); neumonía debida a Haemophilus influenzae (J14); neumonía bacteriana no clasificada en otra parte (J15); neumonía debida a otros microorganismos infecciosos no clasificados en otra parte (J16); neumonía en enfermedades bacterianas clasificadas en otra parte (J17); y neumonía por organismo no especificado (J18). A partir de 1970, la incidencia fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006003	Tasa de mortalidad por enfermedades diarreicas agudas (EDAS) 	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos A00 a A09 correspondientes a cólera (A00); fiebre tifoidea y paratifoidea (A01); otras infecciones debidas a Salmonella (A02); shigelosis (A03); otras infecciones intestinales bacterianas (A04); otras intoxicaciones alimentarias bacterianas (A05); amebiasis (A06); otras enfermedades intestinales debidas a protozoarios (A07); infecciones intestinales debidas a virus y otros organismos especificados (A08); y diarrea y gastroenteritis de presunto origen infeccioso (A09). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006004	Tasa de mortalidad por enfermedades diarreicas agudas (EDAS) en hombres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos A00 a A09 correspondientes a cólera (A00); fiebre tifoidea y paratifoidea (A01); otras infecciones debidas a Salmonella (A02); shigelosis (A03); otras infecciones intestinales bacterianas (A04); otras intoxicaciones alimentarias bacterianas (A05); amebiasis (A06); otras enfermedades intestinales debidas a protozoarios (A07); infecciones intestinales debidas a virus y otros organismos especificados (A08); y diarrea y gastroenteritis de presunto origen infeccioso (A09). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006005	Tasa de mortalidad por enfermedades diarreicas agudas (EDAS) en mujeres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos A00 a A09 correspondientes a cólera (A00); fiebre tifoidea y paratifoidea (A01); otras infecciones debidas a Salmonella (A02); shigelosis (A03); otras infecciones intestinales bacterianas (A04); otras intoxicaciones alimentarias bacterianas (A05); amebiasis (A06); otras enfermedades intestinales debidas a protozoarios (A07); infecciones intestinales debidas a virus y otros organismos especificados (A08); y diarrea y gastroenteritis de presunto origen infeccioso (A09). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006006	Tasa de mortalidad total por enfermedades diarreicas agudas (EDAS) en la población menor de 5 años	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos A00 a A09 correspondientes a cólera (A00); fiebre tifoidea y paratifoidea (A01); otras infecciones debidas a Salmonella (A02); shigelosis (A03); otras infecciones intestinales bacterianas (A04); otras intoxicaciones alimentarias bacterianas (A05); amebiasis (A06); otras enfermedades intestinales debidas a protozoarios (A07); infecciones intestinales debidas a virus y otros organismos especificados (A08); y diarrea y gastroenteritis de presunto origen infeccioso (A09). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006007	Tasa de mortalidad por enfermedades diarreicas agudas (EDAS) en niños menores de 5 años	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos A00 a A09 correspondientes a cólera (A00); fiebre tifoidea y paratifoidea (A01); otras infecciones debidas a Salmonella (A02); shigelosis (A03); otras infecciones intestinales bacterianas (A04); otras intoxicaciones alimentarias bacterianas (A05); amebiasis (A06); otras enfermedades intestinales debidas a protozoarios (A07); infecciones intestinales debidas a virus y otros organismos especificados (A08); y diarrea y gastroenteritis de presunto origen infeccioso (A09). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
